trade_id,stock_symbol,purchase_price,sale_price,quantity,purchase_date,sale_date,profit,profit_percentage,trade_type
271,RILYZ,62.7,272.89,6326,6/6/2013,1/3/2015,210.19,335.23125996810207336523126,buy
272,PF,580.23,752.66,332,12/22/2010,8/3/2018,172.43,29.7175258087310204574048222,sell
273,ACWI,568.13,866.65,5936,5/26/2014,3/23/2016,298.52,52.5443120412581627444422931,sell
274,MLHR,58.74,104.08,3344,4/18/2014,6/20/2015,45.34,77.1876064010895471569628873,sell
275,KYO,621.58,316.24,9428,11/7/2011,5/29/2018,-305.34,-49.123202162231732037710351,buy
276,ORG,352.02,325.9,7959,10/10/2010,4/28/2010,-26.12,-7.4200329526731435713879893,buy
277,CBMXW,251.67,97.19,2783,7/27/2016,8/14/2017,-154.48,-61.3819684507489967020304367,sell
278,PTNR,160.13,398.54,6561,9/14/2015,5/7/2019,238.41,148.8852807094235933304190345,sell
279,POOL,267.21,443.1,6873,11/9/2010,11/16/2017,175.89,65.8246323116649825979566633,buy
280,PFBX,876.13,171.73,7306,12/2/2010,12/26/2015,-704.4,-80.3990275415748804401173342,buy
281,WRB,22.13,503.57,3564,1/5/2016,11/24/2016,481.44,2175.5083596927248079530049706,sell
282,HVT,473.09,726.28,6953,7/18/2010,7/15/2018,253.19,53.5183580291276501299964066,buy
283,TCBIL,128.22,831.54,113,6/26/2019,6/8/2020,703.32,548.5259709873654656059897052,buy
284,SBFG,773.54,565.63,3063,10/30/2017,8/14/2018,-207.91,-26.8777309512113142177521524,sell
285,AEGN,351.39,532.35,6495,9/11/2019,2/23/2012,180.96,51.4983351831298557158712542,sell
286,IPHS,589.41,315.01,8979,4/25/2016,4/28/2010,-274.4,-46.5550296058770635041821482,sell
287,QTNT,606.73,360.42,2801,2/26/2011,5/24/2012,-246.31,-40.5963113740873205544476126,buy
288,MATR,727.05,317.57,8041,4/5/2016,6/23/2011,-409.48,-56.3207482291451757100612062,buy
289,BOCH,265.27,256.62,1062,3/15/2019,5/30/2014,-8.65,-3.2608285897387567384174615,sell
290,AFH,644.02,804.46,6122,11/27/2017,4/9/2015,160.44,24.912269805285550138194466,sell
291,ZNGA,754.48,715.27,388,6/19/2010,8/22/2010,-39.21,-5.1969568444491570353090871,buy
292,LSBK,358.65,505.8,895,11/9/2012,5/10/2020,147.15,41.0288582183186951066499373,buy
293,SEED,723.32,437.97,3055,8/5/2017,11/10/2022,-285.35,-39.4500359453630481667864845,buy
294,LCAHU,461.92,944.31,7825,6/30/2015,2/13/2010,482.39,104.4315032906130931763075857,buy
295,DSGX,263.47,949.79,8053,1/26/2017,4/23/2012,686.32,260.4926557103275515238926633,buy
296,DENN,970.27,151.25,7659,12/6/2019,5/6/2018,-819.02,-84.4115555463943026167973863,buy
297,GIM,576.22,722.97,4768,4/11/2022,12/29/2011,146.75,25.4677033077643955433688522,sell
298,PAACW,647.23,803.83,3018,7/13/2017,11/17/2019,156.6,24.1954173941257358280673022,sell
299,ZN,794.6,163.68,3288,5/24/2022,6/20/2018,-630.92,-79.4009564560785300780266801,buy
300,MHF,165.1,620.97,6781,8/2/2021,3/2/2010,455.87,276.1175045427013930950938825,sell
301,GHL,447.99,186.64,8142,11/24/2019,5/1/2017,-261.35,-58.3383557668697962008080538,buy
302,QBAK,661.74,924.51,4581,6/3/2012,11/15/2021,262.77,39.7089491341010064375736694,buy
303,FBP,346.32,83.19,3685,5/1/2014,11/6/2014,-263.13,-75.9788634788634788634788635,buy
304,WCFB,798.89,934.83,4074,4/4/2022,3/3/2018,135.94,17.0161098524202330733893277,buy
305,SGQI,161.81,484.12,2746,8/7/2013,1/2/2020,322.31,199.190408503800753970706384,sell
306,INT,796.23,129.0,2401,4/17/2011,7/7/2010,-667.23,-83.7986511435138088240834935,sell
307,EAE,217.54,456.52,3451,9/13/2019,6/8/2012,238.98,109.8556587294290705157672152,buy
308,LGND,47.27,501.98,8530,8/22/2015,2/24/2018,454.71,961.9420351174106198434525069,buy
309,AFI,148.61,174.37,7368,5/25/2018,5/31/2017,25.76,17.3339613754121526142251531,sell
310,CSX,570.69,918.03,3606,7/1/2019,7/25/2014,347.34,60.8631656415917573463701835,buy
311,DD,376.33,948.64,8753,6/2/2010,2/16/2018,572.31,152.0766348683336433449366248,buy
312,LCUT,152.76,487.56,7801,10/10/2010,5/5/2014,334.8,219.1673212882953652788688138,buy
313,STAR          ,208.07,317.49,83,1/26/2021,11/1/2010,109.42,52.5880713221511991156822223,buy
314,COWNL,483.59,124.49,9782,1/14/2021,5/12/2012,-359.1,-74.2571186335532165677536756,sell
315,LII,146.76,64.3,4251,9/4/2017,3/13/2017,-82.46,-56.1869719269555737258108476,buy
316,ETP,590.15,212.8,4747,11/9/2015,10/20/2011,-377.35,-63.941370837922562060493095,buy
317,XBIO,467.67,717.53,5683,4/12/2018,9/24/2019,249.86,53.4265614642803686360040199,sell
318,ASCMA,775.73,80.28,9297,2/12/2015,9/21/2014,-695.45,-89.6510383767547987057352429,buy
319,VTN,12.52,988.52,9305,7/12/2011,1/6/2017,976.0,7795.5271565495207667731629393,sell
320,NYRT,730.31,671.28,6234,9/13/2018,3/7/2014,-59.03,-8.082868918678369459544577,sell
321,ARU.CL,455.67,991.99,7696,7/25/2019,5/23/2010,536.32,117.6992121491430201681041104,buy
322,GALE,791.71,659.64,5266,6/10/2018,5/9/2019,-132.07,-16.6816132169607558323123366,sell
323,ACC,179.49,571.61,7167,8/27/2018,12/6/2012,392.12,218.4634241461919884116106747,buy
324,SVRA,788.45,800.84,9163,6/6/2021,10/13/2014,12.39,1.5714376307945969941023527,sell
325,ASIX,347.33,897.16,8573,9/5/2011,4/10/2021,549.83,158.3019030892810871505484698,buy
326,FIBK,829.17,885.97,5985,5/20/2016,8/17/2022,56.8,6.8502237176935972116695008,sell
327,CSGS,471.16,405.66,295,1/15/2014,8/21/2013,-65.5,-13.9018592410221580779353087,buy
328,SITE,76.53,717.65,1944,10/14/2013,11/23/2014,641.12,837.7368352280151574545929701,buy
329,EPR^C,776.86,391.2,4584,4/24/2016,11/8/2015,-385.66,-49.643436397806554591560899,sell
330,NEFF,10.65,269.66,4398,2/20/2016,4/12/2021,259.01,2432.0187793427230046948356808,buy
331,ASR,131.03,335.57,5413,3/17/2019,2/1/2014,204.54,156.1016561092879493245821568,sell
332,SGYP,219.24,731.53,7066,11/10/2011,11/5/2019,512.29,233.6663017697500456121145776,buy
333,MA,101.61,750.59,6851,5/13/2022,7/8/2017,648.98,638.6969786438342682806810353,buy
334,VPG,893.82,167.36,1225,2/8/2016,2/23/2013,-726.46,-81.2758720995278691459130474,buy
335,NI,553.57,774.46,9462,5/19/2021,4/3/2012,220.89,39.9028126524197481799953032,buy
336,AOSL,255.49,343.54,4768,3/30/2016,6/30/2021,88.05,34.4631883831069709186269521,sell
337,FWONA,965.77,90.84,5924,4/13/2016,1/16/2019,-874.93,-90.5940337761578843824098906,buy
338,CBO,278.91,733.3,2220,8/16/2014,2/10/2011,454.39,162.9163529453945717256462658,buy
339,OESX,314.74,704.32,4502,4/26/2016,9/30/2010,389.58,123.7783567388955963652538603,sell
340,ABAC,737.22,562.12,1054,1/30/2010,6/25/2013,-175.1,-23.7513903583733485255419007,buy
341,TDE,821.8,577.79,3107,10/28/2013,5/14/2020,-244.01,-29.6921392066196154782185447,buy
342,ROL,851.1,728.13,9645,2/18/2010,6/11/2010,-122.97,-14.4483609446598519562918576,sell
343,CHMG,435.73,667.23,9321,8/2/2010,7/22/2015,231.5,53.1292314047690083308470842,sell
344,YDIV,713.26,549.08,3561,9/17/2021,10/11/2014,-164.18,-23.0182542130499397134284833,sell
345,RETA,256.75,178.05,4005,7/23/2013,12/24/2010,-78.7,-30.6523855890944498539435248,sell
346,VR,733.46,686.5,7165,11/27/2020,12/25/2010,-46.96,-6.4025304720093801979658059,sell
347,CAFD,194.65,358.55,7519,6/18/2018,12/28/2016,163.9,84.2024145902902645774466992,buy
348,PSL,288.32,272.66,8767,3/2/2019,2/10/2020,-15.66,-5.4314650388457269700332963,buy
349,RDY,655.21,903.08,5043,2/14/2017,9/24/2020,247.87,37.8306191907937913035515331,sell
350,RDVY,787.05,855.58,9646,9/2/2014,2/6/2022,68.53,8.7071977638015373864430468,sell
351,GS^N,36.62,135.55,3515,10/1/2016,6/29/2021,98.93,270.1529219006007646095030038,buy
352,NBHC,518.76,36.65,4887,1/12/2012,9/14/2020,-482.11,-92.9350759503431259156449996,sell
353,GTLS,462.64,957.92,7319,11/22/2013,9/23/2017,495.28,107.0551616807885180702057755,sell
354,WETF,831.54,525.4,8735,12/22/2016,3/10/2021,-306.14,-36.8160280924549630805493422,sell
355,LOGM,950.27,263.2,3700,7/31/2015,12/21/2016,-687.07,-72.3026087322550433034821682,buy
356,ZTO,676.82,890.42,3880,3/24/2017,6/22/2021,213.6,31.5593510830058213409769215,sell
357,CTRN,978.16,507.57,6912,11/17/2011,5/20/2011,-470.59,-48.1097162018483683650936452,buy
358,INFY,640.15,375.28,319,6/22/2010,12/25/2011,-264.87,-41.3762399437631805045692416,sell
359,NYCB^U,341.92,750.38,3193,9/27/2016,9/21/2010,408.46,119.4606925596630790828263921,sell
360,MCO,751.16,393.98,8237,6/14/2016,11/21/2013,-357.18,-47.5504552958091485169604345,buy
361,MANU,602.12,57.91,9119,1/27/2017,8/23/2011,-544.21,-90.3823158174450275692552979,sell
362,CIT,416.48,82.44,3630,12/14/2012,6/28/2011,-334.04,-80.2055320783711102573953131,sell
363,SINO,355.86,361.23,4490,1/29/2014,10/14/2012,5.37,1.5090204012814027988534817,buy
364,ALV,658.87,634.45,638,4/9/2016,9/18/2020,-24.42,-3.706345713114878504105514,buy
365,OMI,2.72,373.83,5654,5/26/2012,1/18/2014,371.11,13643.75,sell
366,BAC^A,883.16,189.73,9046,9/10/2010,10/30/2010,-693.43,-78.5169165270166221296254359,sell
367,TPIC,948.62,825.11,2333,3/12/2012,12/30/2010,-123.51,-13.019965845122388311441884,buy
368,ARA,606.13,467.01,6495,6/5/2021,4/7/2014,-139.12,-22.9521719763087126524013001,buy
369,EIGR,422.18,302.98,3573,1/27/2013,12/21/2020,-119.2,-28.2344023876071817708086598,sell
370,WIA,48.57,580.41,8450,11/25/2011,8/7/2015,531.84,1094.9969116738727609635577517,sell
371,YDIV,787.91,565.71,3705,8/6/2016,3/27/2012,-222.2,-28.2011904912997677399703012,buy
372,MDSO,994.0,453.48,5827,2/28/2019,4/26/2011,-540.52,-54.3782696177062374245472837,sell
373,BXMX,644.84,988.52,472,5/8/2021,5/5/2015,343.68,53.2969418770547732770919918,buy
374,WRK,234.29,609.13,8714,11/13/2015,9/9/2018,374.84,159.9897562849460070852362457,buy
375,CTB,860.82,619.65,7395,2/25/2011,8/14/2020,-241.17,-28.0163100299714225970586185,buy
376,GTHX,904.36,564.95,2668,12/30/2020,2/1/2018,-339.41,-37.530408244504400902295546,buy
377,MIME,885.06,41.74,7767,6/10/2016,2/3/2020,-843.32,-95.2839355523919282308544054,buy
378,STAR^F,671.64,896.92,186,12/29/2017,2/21/2019,225.28,33.5417783336311119051873027,sell
379,ISCA,11.62,752.41,1154,4/21/2021,6/12/2014,740.79,6375.1290877796901893287435456,sell
380,MLVF,996.32,881.55,9456,7/29/2021,6/11/2021,-114.77,-11.5193913602055564477276377,sell
381,MRTX,787.16,801.74,8125,8/30/2012,5/4/2013,14.58,1.8522282636312820773413283,buy
382,APPF,393.83,871.95,5391,9/18/2016,9/16/2018,478.12,121.4026356549780362085163649,sell
383,TUTT,452.09,849.1,3238,5/15/2021,6/10/2014,397.01,87.8165851932137406268663319,sell
384,FCX,324.53,934.7,7242,10/17/2015,4/15/2013,610.17,188.0165161926478291683357471,buy
385,EYEGW,712.01,288.19,2312,6/21/2013,7/29/2016,-423.82,-59.5244448813921152792797854,sell
386,JBN,21.02,314.66,580,3/14/2010,8/30/2012,293.64,1396.9552806850618458610846813,buy
387,HVT,68.93,226.6,1849,1/6/2017,11/30/2022,157.67,228.7393007398810387349484985,buy
388,SBRAP,340.18,398.02,4721,3/5/2017,9/23/2015,57.84,17.0027632429890058204479981,buy
389,HPS,16.16,161.32,2649,2/28/2018,12/26/2010,145.16,898.2673267326732673267326733,sell
390,CFR^A,556.75,721.8,5990,9/1/2018,4/9/2012,165.05,29.6452626852267624607094746,buy
391,FTI,97.53,667.55,7505,8/3/2016,1/13/2013,570.02,584.4560648005741823028811648,sell
392,ZIOP,33.83,430.87,7336,10/9/2021,9/24/2017,397.04,1173.6328702335205438959503399,sell
393,SZC,628.91,448.41,5898,9/9/2010,8/21/2018,-180.5,-28.7004499848945000079502632,buy
394,GJP,834.75,777.17,2530,8/17/2015,9/11/2014,-57.58,-6.8978736148547469302186283,sell
395,INO,111.53,225.03,8651,4/21/2021,3/21/2020,113.5,101.7663408948265040796198332,sell
396,BBDO,840.55,230.38,8010,7/24/2015,6/1/2010,-610.17,-72.5917553982511450835762298,buy
397,OLP,452.26,781.36,9897,2/27/2015,12/2/2011,329.1,72.7678768849776677132622828,sell
398,WNRL,824.41,980.31,801,9/12/2016,5/31/2021,155.9,18.9104935650950376632986014,buy
399,PSA^Z,565.42,469.57,5805,5/11/2018,3/20/2015,-95.85,-16.9520002829754872484171059,sell
400,TWNKW,271.53,760.59,9943,7/1/2020,2/20/2010,489.06,180.1126947298641034139874047,sell
401,INN^D,354.47,525.75,6167,5/24/2017,8/14/2011,171.28,48.3200270826868282224165656,buy
402,MRCY,622.1,179.73,5603,7/10/2014,1/17/2017,-442.37,-71.1091464394791834110271661,buy
403,GNUS,316.41,22.51,8235,5/6/2019,3/16/2011,-293.9,-92.88581271135551973705003,buy
404,ESBK,390.7,944.58,5920,2/22/2019,11/28/2020,553.88,141.7660609163040696186332224,sell
405,XNET,846.34,535.37,5439,11/29/2020,5/22/2019,-310.97,-36.7429165583571614244866129,sell
406,CXO,135.72,930.13,4141,5/8/2014,12/21/2015,794.41,585.33009136457412319481285,buy
407,CPIX,554.16,746.72,9625,8/27/2016,1/13/2018,192.56,34.7480871950339252201530244,sell
408,ABIL,421.85,999.24,2080,12/3/2013,7/30/2016,577.39,136.870925684485006518904824,buy
409,KIM,32.19,510.92,7767,8/26/2014,12/1/2011,478.73,1487.2009940975458216837527182,buy
410,AGTC,171.11,337.37,7302,11/29/2010,2/27/2020,166.26,97.1655660101688972006311729,sell
411,CDXC,419.53,102.86,9821,3/4/2012,9/13/2021,-316.67,-75.4820870974662121898314781,buy
412,ITUB,113.92,148.9,54,7/25/2019,11/28/2020,34.98,30.7057584269662921348314607,buy
413,PSO,824.52,677.12,4743,3/28/2022,10/16/2011,-147.4,-17.877067869790908649881143,buy
414,ATO,940.11,492.9,5578,9/13/2013,11/21/2019,-447.21,-47.5699652168363276637840253,buy
415,MS,367.24,499.89,4238,7/27/2015,10/18/2022,132.65,36.1207929419453218603637948,buy
416,EXC,653.18,580.81,9821,7/27/2011,2/27/2018,-72.37,-11.0796411402676138277350807,buy
417,ACV,860.0,195.76,888,12/8/2017,4/20/2010,-664.24,-77.2372093023255813953488372,sell
418,OACQR,235.69,813.6,1155,3/15/2022,5/11/2014,577.91,245.1992023420594849166277738,buy
419,BAP,785.66,505.14,9033,6/18/2021,7/14/2010,-280.52,-35.7050123463075630679937887,buy
420,WIFI,834.49,485.62,2815,7/12/2020,3/3/2011,-348.87,-41.8063727546165921700679457,buy
421,CPTA,706.9,658.11,2869,10/30/2011,12/25/2022,-48.79,-6.9019663318715518460885557,buy
422,ETX           ,561.94,95.18,3064,12/16/2022,2/23/2022,-466.76,-83.0622486386446951631846816,sell
423,SSW^H,894.71,921.67,658,11/27/2013,3/10/2015,26.96,3.0132668685942931229113344,buy
424,UHS,431.31,321.63,6124,5/11/2010,4/25/2020,-109.68,-25.4295054601098977533560548,buy
425,HTHT,775.13,388.62,7151,8/2/2019,8/24/2021,-386.51,-49.8638937984596132261685137,sell
426,CZWI,276.5,618.19,9748,6/22/2017,3/21/2018,341.69,123.5768535262206148282097649,buy
427,WRD,764.29,58.86,1510,4/5/2017,5/31/2014,-705.43,-92.29873477344986850541025,sell
428,MCV,352.99,332.47,910,6/6/2020,6/13/2016,-20.52,-5.8131958412419615286552027,buy
429,NIM,570.7,466.4,7543,1/5/2015,8/31/2013,-104.3,-18.2758016471000525670229543,buy
430,BHI,726.98,230.45,6976,2/20/2013,6/8/2019,-496.53,-68.3003658972736526451896888,sell
431,PL^E,818.24,518.79,5925,10/3/2022,12/17/2014,-299.45,-36.5968420023464998044583496,buy
432,SORL,199.01,378.27,2727,3/20/2022,11/13/2016,179.26,90.0758755841415004271142154,buy
433,GNVC,172.1,316.09,5782,3/5/2019,8/20/2016,143.99,83.6664729808251016850668216,sell
434,WM,15.89,972.93,4602,7/3/2018,4/10/2020,957.04,6022.9074889867841409691629956,buy
435,MYSZ,977.2,167.63,6193,9/27/2011,7/4/2021,-809.57,-82.8458862054850593532541957,sell
436,PFN,476.34,358.52,3877,10/24/2012,10/14/2012,-117.82,-24.7344333879161943149850947,sell
437,PGTI,516.66,35.13,9861,11/4/2011,2/7/2017,-481.53,-93.2005574265474393217977006,sell
438,BPT,676.18,610.39,3282,5/23/2012,2/8/2021,-65.79,-9.7296577834304475139755686,sell
439,EEFT,89.22,152.68,8660,10/14/2020,4/5/2022,63.46,71.1275498767092580138982291,buy
440,OA,321.7,353.47,2791,3/4/2020,5/23/2011,31.77,9.8756605533105377681069319,buy
441,BEBE,766.32,274.73,8433,8/14/2010,5/8/2016,-491.59,-64.1494414865852385426453701,sell
442,TSC,309.46,13.9,396,5/17/2014,2/26/2016,-295.56,-95.5083047889872681445097912,buy
443,DPLO,575.9,359.63,8279,12/8/2017,5/5/2013,-216.27,-37.5533946865775308213231464,sell
444,FPH,526.34,793.98,6720,10/28/2018,6/14/2017,267.64,50.8492609339970361363377285,buy
445,MODN,651.69,883.71,4311,4/9/2011,2/29/2012,232.02,35.6028172904294986880265157,sell
446,KBWD,27.64,805.6,3889,12/6/2018,4/6/2018,777.96,2814.6164978292329956584659913,sell
447,EV,296.36,828.15,7384,8/2/2013,6/8/2013,531.79,179.4405452827642056957754083,buy
448,SRDX,23.59,135.75,6102,2/5/2022,10/23/2012,112.16,475.4557015684612123781263247,buy
449,IIM,234.96,502.49,9443,12/21/2014,8/24/2011,267.53,113.8619339462036091249574396,sell
450,LYV,642.14,567.81,2091,8/25/2011,7/21/2010,-74.33,-11.5753573986981032173669293,buy
451,MLHR,108.98,117.51,5288,4/26/2021,9/6/2014,8.53,7.8271242429803633694255827,buy
452,SSW^G,419.0,764.77,8139,11/28/2021,11/4/2011,345.77,82.5226730310262529832935561,buy
453,CETXP,121.02,111.53,7830,3/17/2012,4/3/2015,-9.49,-7.8416790613121798049909106,sell
454,PBBI,942.7,175.43,3410,4/11/2011,4/1/2011,-767.27,-81.3906863265089636151479792,buy
455,SPAN,32.85,793.77,4496,7/25/2022,5/4/2010,760.92,2316.3470319634703196347031963,sell
456,PMF,740.72,338.67,9720,5/11/2016,2/15/2010,-402.05,-54.2782697915541635165784642,buy
457,ASYS,445.11,151.51,1880,1/30/2012,9/30/2020,-293.6,-65.9612230684549886544899014,buy
458,TNP^B,510.02,978.12,6966,4/15/2018,11/3/2015,468.1,91.7807144817850280381161523,sell
459,SXE,749.7,897.53,4797,2/22/2010,4/25/2022,147.83,19.7185540883019874616513272,sell
460,SCSS,336.66,741.5,7235,4/2/2014,12/19/2013,404.84,120.2518861759638804728806511,sell
461,MT,603.11,842.42,740,4/9/2012,7/23/2021,239.31,39.6793288123227935202533535,buy
462,WBB,945.44,328.75,6509,1/7/2016,5/1/2011,-616.69,-65.2278304281604332374344221,sell
463,ASET,814.51,627.7,9100,1/26/2020,9/13/2021,-186.81,-22.9352616910780714785576604,sell
464,OIBR.C,106.14,492.21,9078,5/22/2019,10/17/2016,386.07,363.736574335782928208027134,sell
465,HDB,696.69,321.26,3182,12/5/2020,6/1/2017,-375.43,-53.887668834058189438631242,buy
466,TRCO,837.37,849.38,9662,10/29/2010,1/3/2021,12.01,1.4342524809821225981346358,sell
467,AGM^A,814.45,579.35,5857,11/8/2020,8/1/2022,-235.1,-28.8661059610780281171342624,sell
468,RDN,919.37,476.93,6235,9/3/2016,12/7/2020,-442.44,-48.1242590034480133134646551,sell
469,ACGL,20.83,444.81,9419,12/28/2014,3/16/2014,423.98,2035.42966874699951992318771,sell
470,SLQD,268.37,405.79,491,10/24/2011,4/20/2014,137.42,51.2054253456049483921451727,sell
471,GSIT,855.43,787.91,1587,10/30/2015,6/10/2020,-67.52,-7.8931063909378908852857627,sell
472,TTGT,697.63,954.17,1330,1/6/2017,4/13/2021,256.54,36.7730745524131703051760962,buy
473,KWN,452.82,307.85,1206,6/2/2013,4/19/2010,-144.97,-32.0149286692283909721302063,buy
474,KIM^K,41.66,744.26,468,11/8/2021,7/19/2017,702.6,1686.5098415746519443110897744,sell
475,GBX,889.77,176.7,3410,12/19/2016,12/4/2013,-713.07,-80.140935297885970531710442,buy
476,AGM^B,111.58,895.09,8306,6/2/2010,4/18/2016,783.51,702.1957340025094102885821832,sell
477,FPXI,410.57,295.22,8953,8/3/2013,3/23/2020,-115.35,-28.0950873176315853569427869,buy
478,COWNL,619.54,541.44,5670,3/12/2022,3/29/2020,-78.1,-12.6061271265777835168027892,sell
479,BABY,866.55,767.59,3288,12/20/2016,1/31/2016,-98.96,-11.4199988459984997980497375,buy
480,LLNW,700.66,885.01,3690,7/30/2013,9/9/2014,184.35,26.3109068592469956897782091,sell
481,GFA,452.18,490.67,7530,2/26/2019,2/25/2020,38.49,8.5120969525410234862223009,buy
482,HCLP,663.42,483.97,3851,3/6/2021,3/10/2022,-179.45,-27.0492297488770311416598836,sell
483,GUT,559.14,18.01,9522,11/9/2011,3/30/2012,-541.13,-96.778982008083843044675752,buy
484,FYX,898.16,415.07,6748,1/31/2018,4/29/2010,-483.09,-53.7866304444642379976841543,sell
485,QBAK,620.3,584.6,9748,9/13/2013,10/15/2017,-35.7,-5.7552797033693374173786877,sell
486,PLPM,32.17,461.69,1513,8/27/2018,11/25/2020,429.52,1335.1569785514454460677649984,buy
487,SXT,150.6,374.21,7082,1/27/2011,3/11/2016,223.61,148.479415670650730411686587,sell
488,TWMC,345.18,349.15,4227,5/10/2015,9/1/2022,3.97,1.1501245726867141781099716,buy
489,CHEF,705.47,331.97,5089,4/4/2015,2/15/2018,-373.5,-52.9434277857314981501693906,buy
490,ESES,74.02,282.84,8176,5/8/2017,12/15/2021,208.82,282.1129424479870305322885707,buy
491,OR,365.56,603.7,9047,12/9/2012,11/27/2021,238.14,65.1438888280993544151438888,buy
492,SEV,227.75,492.2,4778,11/21/2019,1/26/2011,264.45,116.114160263446761800219539,sell
493,NVEE,32.83,612.6,2953,6/27/2015,2/15/2020,579.77,1765.9762412427657630216265611,buy
494,FDC,482.29,902.44,5100,9/8/2021,8/31/2022,420.15,87.1156358207717348483277696,sell
495,MDSO,681.91,437.44,3782,4/16/2012,12/29/2010,-244.47,-35.8507720960244020471909783,buy
496,DWTR,736.78,502.98,8864,1/13/2010,12/20/2014,-233.8,-31.7326746111457965742826895,buy
497,BRFS,983.73,897.7,8751,1/26/2020,1/19/2022,-86.03,-8.7452857999654376709056347,sell
498,GS^N,827.52,83.34,422,9/3/2014,4/6/2022,-744.18,-89.9289443155452436194895592,sell
499,BSPM,593.25,556.15,4071,8/13/2016,7/16/2020,-37.1,-6.2536873156342182890855457,sell
500,CO,240.07,431.61,4623,10/17/2018,12/7/2021,191.54,79.7850626900487357853959262,buy
501,LFVN,168.75,874.67,1659,5/11/2022,3/24/2017,705.92,418.322962962962962962962963,sell
502,LAD,859.79,974.86,254,10/24/2018,4/11/2018,115.07,13.3835006222449667942171926,sell
503,FANH,97.13,829.99,5612,3/22/2011,4/26/2012,732.86,754.5145681046020796870173994,buy
504,ALKS,162.31,231.58,1995,5/31/2021,10/22/2013,69.27,42.6775922617213973261043682,buy
505,PSA^X,908.63,78.43,7355,1/4/2012,6/22/2013,-830.2,-91.3683237401362490782826893,buy
506,HTD,313.81,432.12,8293,1/28/2011,3/6/2010,118.31,37.7011567509002262515534878,sell
507,RIC,120.86,194.06,2277,1/25/2018,10/5/2018,73.2,60.5659440675161343703458547,sell
508,TXN,644.12,454.54,7940,1/6/2012,7/20/2018,-189.58,-29.4324038998944296093895547,buy
509,IDLB,600.76,179.54,5489,12/1/2011,12/30/2016,-421.22,-70.1145216059657766828683667,sell
510,CAB,14.12,158.57,4160,6/7/2019,10/23/2010,144.45,1023.0169971671388101983002833,sell
511,ALB,493.69,922.01,5248,7/3/2022,12/6/2021,428.32,86.7588972837205533837023233,buy
512,FPL,969.23,299.79,2218,5/23/2015,1/4/2011,-669.44,-69.0692611660802905399131269,sell
513,ACTA,609.93,347.66,77,6/29/2020,2/27/2016,-262.27,-43.0000163953240535799190071,sell
514,MMDMU,369.71,738.75,346,12/19/2011,3/26/2017,369.04,99.8187768791755700413837873,sell
515,SRI,850.11,315.33,2561,9/14/2015,11/11/2015,-534.78,-62.907153191939866605498112,sell
516,FRC^G,154.61,703.08,6128,7/4/2015,10/7/2010,548.47,354.7441950714701507017657331,sell
517,DWLD,964.36,823.13,4101,12/21/2014,10/23/2011,-141.23,-14.6449458708366170309842797,buy
518,SU,61.53,244.87,6694,9/11/2019,11/4/2021,183.34,297.9684706647163985047944092,buy
519,DSX^B,423.65,254.35,2633,1/8/2012,9/27/2012,-169.3,-39.9622329753334120146347221,buy
520,SC,86.08,981.61,712,11/20/2016,1/29/2018,895.53,1040.3461895910780669144981413,sell
521,NAVI,638.86,794.07,9598,7/14/2016,4/17/2011,155.21,24.2948376796168174560936668,sell
522,SEAS,403.35,692.1,7606,9/28/2020,9/20/2018,288.75,71.587950911119375232428412,buy
523,PSCH,773.15,590.41,9891,6/19/2013,7/20/2018,-182.74,-23.635775722692879777533467,sell
524,QDEL,930.37,224.79,7078,1/31/2022,11/1/2021,-705.58,-75.8386448402248567774111375,sell
525,JRS,58.11,616.58,1300,3/28/2012,9/15/2017,558.47,961.0566167613147478919291,buy
526,CUBS,944.81,223.76,2064,12/15/2014,8/12/2016,-721.05,-76.3169314465342238121950445,buy
527,KCAP,225.4,658.95,8377,4/1/2017,3/1/2014,433.55,192.3469387755102040816326531,sell
528,FOXA,514.61,349.78,4081,5/29/2017,2/17/2017,-164.83,-32.0300810322380054798779658,buy
529,GSL,406.97,479.31,6438,9/23/2012,8/7/2021,72.34,17.7752659901221220237363933,buy
530,NEWM,318.13,56.51,2795,8/20/2017,3/24/2015,-261.62,-82.2368214252035331468267689,buy
531,GBCI,609.4,904.81,8891,3/6/2014,6/29/2011,295.41,48.4755497210370856580242862,sell
532,NIE,213.07,912.13,1647,9/7/2018,3/13/2016,699.06,328.0893603041254047965457361,sell
533,CHRS,500.56,611.53,5042,7/9/2011,9/28/2016,110.97,22.1691705290075115870225348,buy
534,CBI,213.88,633.18,2259,8/2/2019,7/2/2020,419.3,196.0445109407144193005423602,sell
535,ABEV,957.51,235.1,2362,5/18/2011,7/19/2012,-722.41,-75.4467316268237407442219925,sell
536,BBU,698.53,94.02,6307,4/18/2013,4/3/2013,-604.51,-86.5403060713212030979342333,sell
537,MTGEP,302.66,252.38,8121,9/23/2018,9/15/2013,-50.28,-16.6127007202801823828718694,sell
538,GJV,815.08,524.04,2076,1/3/2012,6/24/2019,-291.04,-35.7069244736712960690975119,buy
539,JHS,717.47,200.1,7097,4/7/2021,5/6/2016,-517.37,-72.1103321393228985184049507,sell
540,CUBE,231.29,256.58,7696,10/14/2019,2/15/2015,25.29,10.9343248735353884733451511,sell
541,GOLF,297.39,260.74,38,11/11/2013,1/2/2018,-36.65,-12.3238844614815562056558728,buy
